,Jurisdiction of Occurrence,Week Ending Date,All Cause,Natural Cause,Septicemia,Malignant neoplasms,Diabetes mellitus,Alzheimer disease,Influenza and pneumonia,Chronic lower respiratory diseases,Other diseases of respiratory system,"Nephritis, nephrotic syndrome and nephrosis","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",Diseases of heart,Cerebrovascular diseases,COVID-19 (Multiple Cause of Death),COVID-19 (Underlying Cause of Death),Population
177,Arkansas,2023-07-29,21.32,20.24,0.39,3.94,0.78,1.01,0.0,1.11,0.36,0.49,0.85,5.22,1.04,0.0,0.0,3067732
178,Arkansas,2023-08-05,21.09,19.49,0.36,3.85,0.85,0.95,0.0,1.37,0.39,0.42,0.81,4.89,1.01,0.0,0.0,3067732
179,Arkansas,2023-08-12,20.11,18.58,0.0,4.27,0.39,0.88,0.0,1.04,0.0,0.59,0.95,4.6,0.91,0.0,0.0,3067732
180,Arkansas,2023-08-19,21.09,19.85,0.0,3.98,0.75,0.91,0.0,1.24,0.59,0.55,0.75,5.12,1.01,0.0,0.0,3067732
181,Arkansas,2023-08-26,19.79,18.52,0.65,4.21,0.55,0.65,0.0,1.11,0.36,0.39,0.59,4.47,1.04,0.46,0.33,3067732
182,Arkansas,2023-09-02,19.07,18.03,0.52,3.98,0.49,0.75,0.33,1.3,0.0,0.42,0.81,4.11,0.98,0.42,0.0,3067732
183,Arkansas,2023-09-09,19.56,19.13,0.0,4.47,0.62,0.88,0.33,1.24,0.0,0.0,0.62,5.77,0.72,0.33,0.0,3067732
184,Arkansas,2023-09-16,15.03,15.03,0.0,3.29,0.55,0.59,0.0,1.3,0.0,0.36,0.0,3.78,0.88,0.46,0.36,3067732
185,California,2023-01-07,17.41,15.9,0.12,3.14,0.66,0.9,0.46,0.72,0.2,0.31,0.15,3.72,1.08,1.01,0.74,38965193
186,California,2023-01-14,16.5,15.03,0.08,2.88,0.57,0.89,0.41,0.71,0.2,0.25,0.13,3.79,1.02,0.9,0.63,38965193
187,California,2023-01-21,15.56,14.11,0.09,3.02,0.57,0.85,0.32,0.72,0.17,0.27,0.13,3.29,0.86,0.66,0.46,38965193
188,California,2023-01-28,16.06,14.54,0.12,3.24,0.62,0.84,0.31,0.64,0.16,0.27,0.15,3.64,0.9,0.63,0.43,38965193
189,California,2023-02-04,16.04,14.68,0.12,3.08,0.64,0.91,0.35,0.65,0.23,0.27,0.19,3.55,1.01,0.48,0.31,38965193
190,California,2023-02-11,15.89,14.52,0.1,3.13,0.62,0.89,0.31,0.79,0.21,0.28,0.18,3.39,0.9,0.47,0.33,38965193
191,California,2023-02-18,15.59,14.26,0.1,2.88,0.65,0.85,0.33,0.7,0.22,0.3,0.17,3.46,0.96,0.47,0.34,38965193
192,California,2023-02-25,16.05,14.72,0.12,3.08,0.64,0.82,0.34,0.72,0.16,0.3,0.17,3.64,0.93,0.49,0.35,38965193
193,California,2023-03-04,16.18,14.87,0.11,2.94,0.64,0.87,0.32,0.71,0.16,0.24,0.19,3.81,1.04,0.51,0.33,38965193
194,California,2023-03-11,15.93,14.63,0.11,3.12,0.63,0.83,0.3,0.67,0.17,0.26,0.19,3.55,0.93,0.52,0.35,38965193
195,California,2023-03-18,15.81,14.38,0.1,2.99,0.62,0.83,0.24,0.69,0.2,0.32,0.2,3.75,0.87,0.4,0.25,38965193
196,California,2023-03-25,14.57,13.3,0.11,2.71,0.61,0.78,0.28,0.63,0.15,0.28,0.23,3.28,0.78,0.35,0.25,38965193
197,California,2023-04-01,14.84,13.51,0.11,2.86,0.56,0.87,0.18,0.62,0.16,0.24,0.28,3.31,0.89,0.33,0.21,38965193
198,California,2023-04-08,14.76,13.43,0.12,2.87,0.63,0.69,0.26,0.66,0.19,0.25,0.28,3.2,0.9,0.32,0.21,38965193
199,California,2023-04-15,14.64,13.38,0.07,2.82,0.59,0.79,0.24,0.61,0.18,0.28,0.26,3.31,0.9,0.3,0.19,38965193
200,California,2023-04-22,14.76,13.31,0.09,2.81,0.59,0.74,0.25,0.62,0.18,0.22,0.29,3.3,0.89,0.32,0.21,38965193
201,California,2023-04-29,14.48,13.19,0.07,2.99,0.5,0.8,0.24,0.65,0.18,0.22,0.35,3.12,0.93,0.25,0.17,38965193
202,California,2023-05-06,13.85,12.65,0.09,2.88,0.53,0.74,0.18,0.56,0.2,0.26,0.32,3.03,0.87,0.22,0.13,38965193
203,California,2023-05-13,14.13,12.99,0.07,3.05,0.56,0.73,0.29,0.62,0.15,0.26,0.34,3.0,0.81,0.24,0.14,38965193
204,California,2023-05-20,13.99,12.74,0.06,2.89,0.61,0.71,0.18,0.51,0.15,0.23,0.35,3.12,0.89,0.16,0.12,38965193
205,California,2023-05-27,13.57,12.33,0.07,2.96,0.51,0.7,0.25,0.51,0.16,0.22,0.33,2.92,0.81,0.24,0.16,38965193
206,California,2023-06-03,13.74,12.46,0.07,2.86,0.47,0.76,0.26,0.55,0.14,0.23,0.33,3.04,0.83,0.21,0.14,38965193
207,California,2023-06-10,13.93,12.8,0.08,3.08,0.5,0.63,0.27,0.53,0.17,0.23,0.45,2.92,0.85,0.18,0.12,38965193
208,California,2023-06-17,13.64,12.45,0.08,2.89,0.5,0.71,0.22,0.56,0.13,0.21,0.39,2.99,0.84,0.16,0.11,38965193
209,California,2023-06-24,13.6,12.48,0.07,2.92,0.52,0.72,0.22,0.52,0.14,0.2,0.44,2.83,0.88,0.2,0.13,38965193
210,California,2023-07-01,13.69,12.59,0.08,3.0,0.47,0.77,0.25,0.58,0.15,0.23,0.56,2.8,0.84,0.15,0.1,38965193
211,California,2023-07-08,13.35,12.1,0.06,2.82,0.54,0.74,0.23,0.54,0.16,0.19,0.58,2.81,0.79,0.11,0.07,38965193
212,California,2023-07-15,13.72,12.55,0.08,2.92,0.47,0.71,0.2,0.61,0.17,0.25,0.68,2.86,0.75,0.16,0.11,38965193
213,California,2023-07-22,13.78,12.79,0.08,3.07,0.49,0.78,0.25,0.53,0.15,0.2,0.8,2.82,0.78,0.15,0.11,38965193
214,California,2023-07-29,13.27,12.38,0.05,2.88,0.51,0.71,0.16,0.54,0.15,0.2,0.8,2.66,0.84,0.2,0.14,38965193
215,California,2023-08-05,13.39,12.57,0.08,2.93,0.41,0.7,0.2,0.55,0.16,0.21,0.94,2.65,0.8,0.18,0.13,38965193
216,California,2023-08-12,13.36,12.59,0.08,3.04,0.42,0.67,0.19,0.5,0.16,0.2,1.02,2.72,0.81,0.16,0.13,38965193
217,California,2023-08-19,13.51,12.82,0.12,2.95,0.47,0.74,0.16,0.48,0.15,0.21,1.06,2.7,0.84,0.27,0.2,38965193
218,California,2023-08-26,12.79,12.23,0.08,3.04,0.5,0.71,0.17,0.41,0.12,0.21,0.97,2.53,0.74,0.3,0.23,38965193
219,California,2023-09-02,12.78,12.34,0.08,2.79,0.41,0.84,0.17,0.47,0.15,0.2,0.94,2.63,0.78,0.3,0.23,38965193
220,California,2023-09-09,11.3,11.16,0.04,2.73,0.39,0.69,0.18,0.39,0.12,0.18,0.84,2.22,0.68,0.28,0.21,38965193
221,California,2023-09-16,8.91,8.91,0.05,2.19,0.33,0.63,0.14,0.35,0.1,0.14,0.57,1.69,0.62,0.23,0.19,38965193
222,Colorado,2023-01-07,16.55,14.36,0.2,2.59,0.46,0.63,0.37,1.12,0.22,0.22,0.0,2.99,0.7,0.94,0.46,5877610
223,Colorado,2023-01-14,16.11,14.26,0.0,2.55,0.43,0.54,0.24,1.0,0.29,0.37,0.0,2.79,0.82,0.82,0.37,5877610
224,Colorado,2023-01-21,15.91,14.24,0.22,2.71,0.46,0.78,0.22,1.09,0.26,0.29,0.0,2.82,0.95,0.7,0.39,5877610
225,Colorado,2023-01-28,14.84,13.02,0.17,2.35,0.36,0.65,0.0,1.14,0.24,0.2,0.0,2.89,0.56,0.43,0.22,5877610
226,Colorado,2023-02-04,15.01,13.32,0.2,2.81,0.39,0.54,0.19,0.83,0.19,0.17,0.0,2.82,0.8,0.43,0.17,5877610
227,Colorado,2023-02-11,14.34,12.23,0.0,2.79,0.31,0.53,0.0,0.71,0.0,0.19,0.0,2.74,0.83,0.39,0.0,5877610
228,Colorado,2023-02-18,15.79,13.87,0.19,2.82,0.43,0.8,0.0,0.61,0.26,0.2,0.0,2.98,0.78,0.34,0.0,5877610
229,Colorado,2023-02-25,15.52,13.83,0.22,2.74,0.46,0.65,0.0,1.14,0.32,0.22,0.0,2.67,0.77,0.37,0.17,5877610
230,Colorado,2023-03-04,15.67,13.63,0.17,2.86,0.44,0.61,0.0,0.73,0.24,0.24,0.0,2.69,0.75,0.46,0.29,5877610
231,Colorado,2023-03-11,14.61,12.88,0.19,2.45,0.34,0.63,0.0,1.21,0.29,0.2,0.0,2.81,0.51,0.43,0.2,5877610
232,Colorado,2023-03-18,15.24,13.44,0.39,3.05,0.37,0.53,0.0,0.9,0.31,0.2,0.0,2.55,0.63,0.43,0.19,5877610
233,Colorado,2023-03-25,15.04,12.91,0.19,2.74,0.36,0.6,0.0,0.88,0.36,0.19,0.0,2.55,0.85,0.41,0.32,5877610
234,Colorado,2023-04-01,14.8,13.07,0.17,2.57,0.51,0.68,0.0,0.95,0.29,0.0,0.0,2.89,0.65,0.53,0.31,5877610
235,Colorado,2023-04-08,16.37,14.22,0.17,2.93,0.53,0.77,0.0,0.78,0.24,0.17,0.0,2.79,0.75,0.46,0.22,5877610
236,Colorado,2023-04-15,15.4,13.13,0.0,3.08,0.31,0.68,0.0,0.82,0.26,0.2,0.0,2.72,0.92,0.39,0.22,5877610
237,Colorado,2023-04-22,14.58,12.85,0.0,2.54,0.36,0.68,0.0,0.75,0.24,0.22,0.0,3.13,0.65,0.32,0.0,5877610
238,Colorado,2023-04-29,15.19,13.47,0.26,3.03,0.46,0.53,0.17,0.8,0.24,0.17,0.0,2.59,0.78,0.27,0.0,5877610
239,Colorado,2023-05-06,15.31,13.2,0.24,2.84,0.36,0.48,0.0,0.82,0.0,0.0,0.0,3.23,0.78,0.31,0.0,5877610
240,Colorado,2023-05-13,15.33,13.02,0.24,3.03,0.31,0.58,0.0,0.66,0.24,0.2,0.0,2.77,0.82,0.22,0.0,5877610
241,Colorado,2023-05-20,12.9,11.09,0.0,2.62,0.31,0.48,0.0,0.73,0.17,0.0,0.0,2.33,0.73,0.26,0.0,5877610
242,Colorado,2023-05-27,14.17,12.05,0.17,2.76,0.41,0.43,0.0,0.73,0.29,0.0,0.17,2.62,0.65,0.0,0.0,5877610
243,Colorado,2023-06-03,13.71,11.31,0.0,2.42,0.37,0.6,0.0,0.63,0.26,0.0,0.0,2.25,0.85,0.0,0.0,5877610
244,Colorado,2023-06-10,14.0,12.25,0.19,3.01,0.34,0.37,0.0,0.9,0.0,0.24,0.0,2.45,0.77,0.22,0.0,5877610
245,Colorado,2023-06-17,12.9,10.82,0.0,2.33,0.43,0.63,0.0,0.71,0.2,0.17,0.22,2.08,0.73,0.17,0.0,5877610
246,Colorado,2023-06-24,15.3,13.27,0.0,2.84,0.39,0.58,0.0,0.65,0.22,0.26,0.37,2.69,0.68,0.19,0.0,5877610
247,Colorado,2023-07-01,13.58,12.1,0.19,2.65,0.31,0.53,0.0,0.58,0.34,0.0,0.49,2.5,0.87,0.0,0.0,5877610
248,Colorado,2023-07-08,14.02,11.99,0.0,2.82,0.27,0.53,0.0,0.7,0.19,0.2,0.61,2.82,0.43,0.0,0.0,5877610
249,Colorado,2023-07-15,13.37,11.74,0.0,2.35,0.26,0.6,0.0,0.8,0.27,0.2,0.41,2.57,0.82,0.0,0.0,5877610
250,Colorado,2023-07-22,14.21,12.37,0.0,2.71,0.37,0.54,0.0,0.75,0.36,0.0,0.61,2.47,0.54,0.0,0.0,5877610
251,Colorado,2023-07-29,13.65,12.08,0.17,2.71,0.37,0.51,0.0,0.66,0.24,0.0,0.6,2.47,0.63,0.19,0.0,5877610
252,Colorado,2023-08-05,14.48,13.19,0.0,2.86,0.34,0.58,0.0,0.53,0.2,0.0,0.71,2.67,0.75,0.0,0.0,5877610
253,Colorado,2023-08-12,13.47,12.16,0.0,2.42,0.26,0.54,0.17,0.65,0.22,0.0,0.92,2.54,0.75,0.0,0.0,5877610
254,Colorado,2023-08-19,14.46,13.3,0.17,2.47,0.34,0.66,0.0,0.68,0.29,0.0,1.07,2.59,0.83,0.0,0.0,5877610
255,Colorado,2023-08-26,14.21,13.36,0.0,3.44,0.37,0.54,0.0,0.63,0.27,0.0,1.22,2.25,0.56,0.29,0.0,5877610
256,Colorado,2023-09-02,13.73,12.88,0.0,2.81,0.27,0.53,0.0,0.78,0.22,0.2,1.48,2.01,0.71,0.17,0.0,5877610
257,Colorado,2023-09-09,11.98,11.65,0.0,2.57,0.0,0.51,0.0,0.78,0.0,0.17,1.41,2.01,0.54,0.17,0.0,5877610
258,Colorado,2023-09-16,9.37,9.37,0.0,1.99,0.26,0.56,0.0,0.43,0.0,0.0,1.12,1.58,0.61,0.22,0.17,5877610
259,Connecticut,2023-01-07,19.46,17.5,0.3,3.07,0.28,0.53,0.72,0.72,0.5,0.53,0.0,4.06,1.13,1.27,0.83,3617176
260,Connecticut,2023-01-14,19.71,18.5,0.28,3.65,0.41,0.69,0.28,0.97,0.28,0.36,0.3,3.62,0.94,1.13,0.94,3617176
261,Connecticut,2023-01-21,20.07,18.52,0.33,3.79,0.47,0.61,0.41,0.83,0.5,0.61,0.0,3.9,1.16,1.47,0.88,3617176
262,Connecticut,2023-01-28,18.47,17.22,0.0,3.32,0.53,0.44,0.33,0.8,0.33,0.36,0.0,3.82,0.69,1.24,0.83,3617176
263,Connecticut,2023-02-04,20.26,18.5,0.36,3.26,0.47,0.83,0.44,0.5,0.5,0.58,0.39,4.2,1.02,1.08,0.72,3617176
264,Connecticut,2023-02-11,18.97,17.5,0.3,3.4,0.41,0.44,0.28,0.8,0.53,0.47,0.0,4.2,0.94,0.66,0.41,3617176
265,Connecticut,2023-02-18,18.47,16.95,0.33,3.84,0.41,0.55,0.3,0.86,0.53,0.36,0.0,3.59,0.94,0.83,0.58,3617176
266,Connecticut,2023-02-25,18.52,17.11,0.0,4.34,0.44,0.44,0.47,0.77,0.0,0.36,0.0,3.57,0.64,0.61,0.47,3617176
267,Connecticut,2023-03-04,18.55,17.14,0.0,3.43,0.55,0.72,0.0,0.72,0.41,0.36,0.0,4.09,0.3,0.61,0.41,3617176
268,Connecticut,2023-03-11,18.41,16.64,0.3,4.17,0.47,0.44,0.33,0.61,0.33,0.0,0.0,3.68,0.94,0.44,0.3,3617176
269,Connecticut,2023-03-18,17.97,16.64,0.28,3.65,0.41,0.5,0.28,0.55,0.36,0.33,0.0,3.57,0.88,0.55,0.36,3617176
270,Connecticut,2023-03-25,15.54,13.91,0.0,2.88,0.39,0.69,0.47,0.41,0.0,0.28,0.0,3.21,0.58,0.39,0.3,3617176
271,Connecticut,2023-04-01,15.9,14.46,0.0,2.65,0.5,0.47,0.0,0.69,0.39,0.33,0.0,3.51,0.94,0.0,0.0,3617176
272,Connecticut,2023-04-08,16.73,15.15,0.0,2.74,0.3,0.47,0.5,0.77,0.36,0.28,0.0,4.48,0.47,0.28,0.0,3617176
273,Connecticut,2023-04-15,17.72,15.9,0.0,3.59,0.39,0.61,0.28,0.8,0.55,0.0,0.0,3.48,0.8,0.0,0.0,3617176
274,Connecticut,2023-04-22,16.39,15.01,0.0,3.1,0.39,0.47,0.5,0.88,0.0,0.33,0.0,3.43,0.83,0.3,0.0,3617176
275,Connecticut,2023-04-29,16.2,15.01,0.33,3.57,0.36,0.66,0.0,0.58,0.39,0.28,0.0,3.48,0.77,0.0,0.0,3617176
276,Connecticut,2023-05-06,17.97,15.92,0.0,3.65,0.28,0.69,0.39,0.55,0.47,0.33,0.3,3.48,1.0,0.0,0.0,3617176
277,Connecticut,2023-05-13,16.28,14.46,0.0,3.15,0.0,0.53,0.33,0.64,0.3,0.33,0.0,3.51,0.86,0.0,0.0,3617176
278,Connecticut,2023-05-20,16.31,14.82,0.28,3.29,0.39,0.5,0.0,0.47,0.3,0.33,0.0,3.7,0.83,0.0,0.0,3617176
279,Connecticut,2023-05-27,16.39,14.9,0.0,3.07,0.0,0.53,0.0,0.8,0.28,0.33,0.28,3.57,0.97,0.0,0.0,3617176
280,Connecticut,2023-06-03,16.06,14.65,0.41,3.48,0.33,0.5,0.0,0.58,0.61,0.61,0.39,2.88,0.77,0.0,0.0,3617176
281,Connecticut,2023-06-10,16.01,14.51,0.0,3.51,0.44,0.39,0.41,0.58,0.41,0.28,0.0,3.4,0.69,0.0,0.0,3617176
282,Connecticut,2023-06-17,15.48,13.93,0.0,3.1,0.0,0.33,0.0,0.69,0.5,0.47,0.28,3.4,0.69,0.0,0.0,3617176
283,Connecticut,2023-06-24,15.34,14.27,0.0,3.21,0.44,0.55,0.0,0.5,0.3,0.0,0.33,3.23,1.02,0.0,0.0,3617176
284,Connecticut,2023-07-01,16.95,15.34,0.33,3.7,0.44,0.41,0.41,0.72,0.0,0.36,0.33,3.32,0.47,0.0,0.0,3617176
285,Connecticut,2023-07-08,15.84,14.38,0.0,3.7,0.53,0.5,0.0,0.55,0.0,0.36,0.47,2.99,0.64,0.0,0.0,3617176
286,Connecticut,2023-07-15,15.65,14.71,0.36,3.48,0.28,0.44,0.28,0.5,0.36,0.33,0.47,3.15,0.58,0.0,0.0,3617176
287,Connecticut,2023-07-22,17.17,15.68,0.0,4.01,0.0,0.47,0.0,0.64,0.64,0.44,0.44,3.4,0.86,0.0,0.0,3617176
288,Connecticut,2023-07-29,16.31,15.23,0.0,3.62,0.44,0.39,0.0,0.69,0.0,0.44,1.13,3.15,0.88,0.0,0.0,3617176
289,Connecticut,2023-08-05,15.9,15.29,0.0,3.51,0.39,0.47,0.0,0.61,0.28,0.0,1.16,2.88,0.83,0.0,0.0,3617176
290,Connecticut,2023-08-12,16.15,15.34,0.0,4.09,0.0,0.36,0.0,0.44,0.44,0.41,1.02,2.74,1.05,0.0,0.0,3617176
291,Connecticut,2023-08-19,14.71,14.49,0.0,2.54,0.36,0.41,0.0,0.55,0.33,0.36,1.24,2.96,0.77,0.0,0.0,3617176
292,Connecticut,2023-08-26,16.39,16.23,0.28,3.43,0.28,0.55,0.0,0.47,0.53,0.5,1.24,3.15,1.47,0.3,0.0,3617176
293,Connecticut,2023-09-02,14.27,14.27,0.0,3.23,0.3,0.5,0.36,0.41,0.5,0.33,1.24,2.85,0.53,0.0,0.0,3617176
294,Connecticut,2023-09-09,15.56,15.56,0.3,3.62,0.0,0.41,0.28,0.66,0.0,0.41,1.3,2.54,0.64,0.41,0.3,3617176
295,Connecticut,2023-09-16,11.45,11.45,0.0,2.85,0.0,0.47,0.0,0.44,0.28,0.28,0.8,1.88,0.47,0.36,0.0,3617176
296,Delaware,2023-01-07,23.36,21.51,0.0,3.78,0.0,0.0,0.0,1.45,0.0,0.0,0.0,6.01,1.65,0.97,0.0,1031890
297,Delaware,2023-01-14,20.93,18.7,0.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,1.94,1.55,0.0,1031890
298,Delaware,2023-01-21,19.67,16.18,0.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,1.45,1.16,0.0,1031890
299,Delaware,2023-01-28,24.13,22.39,0.0,4.55,0.0,1.26,0.0,1.26,0.0,0.0,0.0,5.23,2.13,1.65,0.0,1031890
300,Delaware,2023-02-04,21.61,18.7,0.0,4.07,1.16,0.0,0.0,0.0,0.0,0.0,0.0,4.65,1.74,1.07,0.0,1031890
301,Delaware,2023-02-11,22.87,20.84,0.0,3.68,1.07,0.0,0.0,0.0,0.0,0.0,0.0,5.52,2.33,1.36,0.0,1031890
302,Delaware,2023-02-18,21.32,19.38,0.0,4.17,0.0,0.0,0.0,1.45,0.0,0.0,0.0,4.46,2.13,1.65,0.0,1031890
303,Delaware,2023-02-25,20.25,18.61,0.0,4.46,0.0,0.0,0.0,1.26,0.0,0.0,0.0,4.07,1.26,0.0,0.0,1031890
304,Delaware,2023-03-04,20.84,17.73,0.0,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,1.55,0.0,0.0,1031890
305,Delaware,2023-03-11,20.64,18.51,0.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,1.45,1.16,0.0,1031890
306,Delaware,2023-03-18,23.55,21.51,0.0,3.97,0.0,0.97,0.0,0.0,0.0,0.0,0.0,6.59,1.84,0.0,0.0,1031890
307,Delaware,2023-03-25,20.35,18.61,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,1.45,0.97,0.0,1031890
308,Delaware,2023-04-01,20.64,18.51,0.0,3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,1.26,0.0,0.0,1031890
309,Delaware,2023-04-08,20.06,17.25,0.0,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.42,0.0,0.0,1031890
310,Delaware,2023-04-15,20.84,18.7,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,1.94,0.0,0.0,1031890
311,Delaware,2023-04-22,22.19,19.77,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,1.74,0.0,0.0,1031890
312,Delaware,2023-04-29,19.87,18.12,0.0,4.55,0.0,0.0,0.0,0.97,0.0,0.0,0.0,5.04,1.65,0.0,0.0,1031890
313,Delaware,2023-05-06,17.15,14.83,0.0,3.68,0.97,0.0,0.0,0.0,0.0,0.0,0.0,3.49,1.07,0.0,0.0,1031890
314,Delaware,2023-05-13,18.22,16.47,0.0,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,1.74,0.0,0.0,1031890
315,Delaware,2023-05-20,19.29,17.06,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,1.55,0.0,0.0,1031890
316,Delaware,2023-05-27,18.99,17.25,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,2.04,0.0,0.0,1031890
317,Delaware,2023-06-03,17.25,16.18,0.0,4.36,0.0,1.36,0.0,0.0,0.0,0.0,0.0,3.1,1.74,0.0,0.0,1031890
318,Delaware,2023-06-10,18.32,17.25,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,1.74,0.0,0.0,1031890
319,Delaware,2023-06-17,17.44,15.41,0.0,3.29,0.0,0.0,0.0,1.26,0.0,0.0,0.0,3.39,2.23,0.0,0.0,1031890
320,Delaware,2023-06-24,20.84,19.77,0.0,4.94,0.0,0.97,0.0,0.97,0.0,0.0,0.0,3.97,2.42,0.0,0.0,1031890
321,Delaware,2023-07-01,18.8,17.25,0.0,5.52,0.0,0.0,0.0,1.16,0.0,0.0,0.0,3.78,1.74,0.0,0.0,1031890
322,Delaware,2023-07-08,18.9,18.22,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.36,1.74,0.0,0.0,1031890
323,Delaware,2023-07-15,19.29,17.64,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,1.16,4.26,1.26,0.0,0.0,1031890
324,Delaware,2023-07-22,18.61,18.03,0.0,4.17,0.0,0.0,0.0,1.26,0.0,0.0,0.0,3.2,1.84,0.0,0.0,1031890
325,Delaware,2023-07-29,19.19,18.12,0.0,3.59,0.0,0.0,0.0,0.0,0.0,0.0,1.74,4.17,2.13,0.0,0.0,1031890
326,Delaware,2023-08-05,14.25,13.57,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,1.07,2.91,1.07,0.0,0.0,1031890
327,Delaware,2023-08-12,17.64,16.86,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,1.36,0.0,0.0,1031890
328,Delaware,2023-08-19,17.06,16.38,0.0,3.68,0.0,0.0,0.0,0.0,0.0,0.0,1.45,3.97,1.65,0.0,0.0,1031890
329,Delaware,2023-08-26,17.64,17.06,0.0,3.39,0.0,0.0,0.0,1.07,0.0,0.0,1.26,3.88,1.36,0.0,0.0,1031890
330,Delaware,2023-09-02,14.54,14.05,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,1.74,0.0,0.0,1031890
331,Delaware,2023-09-09,14.15,14.15,0.0,3.68,0.97,0.0,0.0,0.0,0.0,0.0,0.0,2.62,1.07,0.0,0.0,1031890
332,Delaware,2023-09-16,9.79,9.79,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.36,0.0,0.0,1031890
333,District of Columbia,2023-01-07,21.94,18.26,0.0,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0,678972
334,District of Columbia,2023-01-14,19.15,16.5,0.0,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,0.0,0.0,0.0,678972
335,District of Columbia,2023-01-21,19.74,16.05,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0.0,678972
336,District of Columbia,2023-01-28,16.79,14.29,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,678972
337,District of Columbia,2023-02-04,19.29,15.17,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,678972
338,District of Columbia,2023-02-11,18.41,14.73,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0,678972
339,District of Columbia,2023-02-18,18.26,15.61,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,678972
340,District of Columbia,2023-02-25,19.44,15.91,0.0,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,678972
341,District of Columbia,2023-03-04,19.15,14.43,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,678972
342,District of Columbia,2023-03-11,17.82,13.84,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0.0,678972
343,District of Columbia,2023-03-18,16.94,13.26,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,678972
344,District of Columbia,2023-03-25,20.32,15.91,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,678972
345,District of Columbia,2023-04-01,20.77,16.5,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0,678972
346,District of Columbia,2023-04-08,17.38,13.84,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0,0.0,0.0,678972
347,District of Columbia,2023-04-15,17.67,13.7,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,0.0,0.0,0.0,678972
348,District of Columbia,2023-04-22,15.17,11.78,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0,678972
349,District of Columbia,2023-04-29,16.05,14.73,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0.0,678972
350,District of Columbia,2023-05-06,18.41,14.88,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,678972
351,District of Columbia,2023-05-13,19.29,15.61,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0,0.0,0.0,678972
352,District of Columbia,2023-05-20,20.03,16.79,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,678972
353,District of Columbia,2023-05-27,20.47,17.23,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,678972
